Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Metformin XR,Prescription,Injection,325 mg,Merck,Vitamin deficiency,Anticoagulant
Paracetamol XR 315,Prescription,Ointment,750 mg,Lupin,Blood pressure,Supplement
Ciprofloxacin 2000 250,Prescription,Syrup,2000 IU,Aurobindo,Inflammation,Antihyperlipidemic
Diazepam 400 500,Prescription,Tablet,400 IU,Zydus,Allergy,Antidiabetic
B Complex 1%,OTC,Drops,1%,Alembic,Allergy,Diuretic
Simvastatin 450 Plus,Prescription,Drops,450 mg,Dr. Reddy's,Pain relief,Supplement
Salbutamol 300 Plus,OTC,Drops,300 mg,Zydus,Fever,Antihypertensive
Furosemide 300 XR,Prescription,Tablet,300 mg,Cipla,Vitamin deficiency,Diuretic
Losartan 1000 250,Prescription,Tablet,1000 mg,Zydus,Diabetes,Antihistamine
Clopidogrel Plus,OTC,Tablet,150 mg,Novartis,Inflammation,Analgesic
Montelukast SR,OTC,Injection,250 mg,Cipla Ltd,Edema,Diuretic
Ciprofloxacin XR,Prescription,Syrup,600 IU,Pfizer,Vitamin deficiency,Corticosteroid
Omeprazole 100 Forte,Prescription,Ointment,100 mg,Cipla,Anxiety,Antihypertensive
Insulin 500 50,OTC,Ointment,500 mg,Abbott,Clot prevention,Supplement
Losartan 100 Forte,OTC,Syrup,100 mg,Glenmark,Hypertension,Supplement
Enalapril 50,OTC,Tablet,200 mg,Intas,Infection,Analgesic
Zincovit Forte,Prescription,Cream,75 mg,Alembic,Bacterial infection,Corticosteroid
Hydrocortisone 250,OTC,Syrup,100 mg,Lupin,Anxiety,Antibiotic
Warfarin 0.5% Forte,Prescription,Cream,0.50%,Lupin,Anxiety,Anxiolytic
Vitamin C Forte,OTC,Injection,100 mg,Cipla Ltd,Cold & Cough,Analgesic
Combiflam SR,OTC,Injection,150 mg,GlaxoSmithKline,Bacterial infection,Antiplatelet
Levosalbutamol Plus,Prescription,Drops,150 mg,Zydus,Fever,Antihistamine
Propranolol 100 250,OTC,Injection,100 mg,Bayer,Bacterial infection,Antihistamine
Azithromycin 600 500,Prescription,Ointment,600 IU,Zydus,Inflammation,Antidepressant
Loratadine 50 XR,OTC,Capsule,50 mg,Sun Pharma,Clot prevention,Antihistamine
Metronidazole 75 SR,Prescription,Capsule,75 mg,Glenmark,Immunity booster,Supplement
Valsartan 100 DS,OTC,Cream,100 mg,Sun Pharma,Allergy,Antihypertensive
Propranolol 1% 1000,Prescription,Ointment,1%,Alembic,Anxiety,Antihistamine
Atorvastatin 450 1000,Prescription,Drops,450 mg,Cipla Ltd,Immunity booster,Antidiabetic
Clopidogrel 50 343,OTC,Capsule,0.50%,Cipla,Throat infection,Analgesic
Dolo 1000,OTC,Ointment,50 mg,Sanofi,Anxiety,Antibiotic
Ciprofloxacin 1% 1000,OTC,Capsule,1%,Alkem,Infection,Analgesic
Valsartan 60000 Forte,Prescription,Injection,60000 IU,Lupin,Inflammation,Antibiotic
Warfarin 500 SR,OTC,Injection,500 mg,Mankind,Immunity booster,Antacid
Zincovit DS,Prescription,Syrup,1%,Bayer,Depression,Antihypertensive
Metformin 125 Forte,OTC,Injection,125 mg,Bayer,Vitamin deficiency,Supplement
Losartan 250 1000,Prescription,Syrup,250 mg,Zydus,Infection,Antihyperlipidemic
Propranolol 60000 Plus,Prescription,Capsule,60000 IU,Lupin,Immunity booster,Antihistamine
Prednisolone 375 1000,OTC,Tablet,375 mg,Sanofi,Edema,Antiplatelet
Amikacin 750 1000,OTC,Tablet,750 mg,Cipla,Pain relief,Diuretic
Gentamicin 500 Forte,OTC,Cream,500 mg,Intas,Depression,Antiprotozoal
Metoprolol 100 XR,Prescription,Ointment,100 mg,Mankind,Infection,Antiprotozoal
Ramipril 750 DS,Prescription,Ointment,750 mg,Sanofi,Clot prevention,Analgesic
Metronidazole 250,Prescription,Syrup,250 mg,Bayer,Hypertension,Analgesic
Montelukast 375 50,Prescription,Tablet,375 mg,Lupin,Depression,Supplement
Omeprazole 250,OTC,Injection,300 mg,GlaxoSmithKline,Clot prevention,Antiplatelet
Levosalbutamol 400 500,OTC,Tablet,400 mg,Glenmark,Cold & Cough,Antihypertensive
Ibuprofen 1000 Plus,OTC,Capsule,1000 mg,Zydus,Immunity booster,Antidepressant
Crocin Plus,OTC,Cream,75 mg,Sanofi,Respiratory infection,Antiprotozoal
Bisoprolol SR,Prescription,Cream,400 mg,Cipla,Respiratory infection,Anticoagulant
Diazepam SR,Prescription,Cream,250 mg,Alembic,Allergy,Antidiabetic
Amoxicillin 300 XR,Prescription,Tablet,300 mg,Glenmark,Cold & Cough,Antihypertensive
Propranolol SR 366,Prescription,Tablet,200 mg,Cipla,Hypertension,Anticoagulant
Cefuroxime SR,Prescription,Drops,450 mg,Sanofi,Inflammation,Antibiotic
Levofloxacin Plus,Prescription,Ointment,200 mg,Merck,Vitamin deficiency,Antihyperlipidemic
Cefuroxime 450 1000,OTC,Injection,450 mg,Alembic,Anxiety,Antihyperlipidemic
Levocetirizine 2%,OTC,Capsule,2%,Cipla Ltd,Vitamin deficiency,Antiprotozoal
Propranolol 50,OTC,Syrup,125 mg,Lupin,Immunity booster,Antihistamine
Rabeprazole DS,Prescription,Injection,100 mg,Cipla,Depression,Antihypertensive
Crocin XR,OTC,Injection,125 mg,Bayer,Throat infection,Antihyperlipidemic
Hydrochlorothiazide 500 250,Prescription,Tablet,500 mg,Merck,Inflammation,Antidepressant
Erythromycin Forte 375,OTC,Syrup,100 mg,Cipla,Vitamin deficiency,Antacid
Rosuvastatin XR,OTC,Drops,200 mg,Lupin,Blood pressure,Antiprotozoal
Rabeprazole XR,Prescription,Drops,1000 mg,Dr. Reddy's,Cold & Cough,Antiprotozoal
Vitamin C 400 SR,OTC,Injection,400 mg,Aurobindo,Blood pressure,Antacid
Ofloxacin 125 Plus,Prescription,Capsule,125 mg,Sun Pharma,Respiratory infection,Analgesic
Vitamin C 1000 XR,OTC,Capsule,1000 mg,Dr. Reddy's,Anxiety,Antibiotic
Furosemide 500 XR,Prescription,Tablet,500 mg,Aurobindo,Skin infection,Antihyperlipidemic
Clopidogrel 750 250,Prescription,Injection,750 mg,Alkem,Immunity booster,Diuretic
Becosules 125 50,Prescription,Ointment,125 mg,Aurobindo,Throat infection,Corticosteroid
Omnacortil Forte,Prescription,Cream,500 mg,Merck,Inflammation,Antiprotozoal
Crocin 500,OTC,Cream,500 mg,Intas,Bacterial infection,Corticosteroid
Diazepam 750 50,OTC,Capsule,750 mg,Torrent,Hypertension,Analgesic
Vitamin C 1% XR,OTC,Ointment,1%,Cipla Ltd,Depression,Antihistamine
Valsartan 500 XR,Prescription,Cream,500 mg,Bayer,Fever,Corticosteroid
Diclofenac 650 50,OTC,Capsule,650 mg,Intas,Inflammation,Anticoagulant
Erythromycin XR,Prescription,Ointment,2%,Aurobindo,Respiratory infection,Antiprotozoal
Hydrocortisone 1000 Plus,Prescription,Tablet,1000 mg,Dr. Reddy's,Depression,Supplement
Pantoprazole 500 50,Prescription,Drops,500 mg,Abbott,Pain relief,Anxiolytic
Furosemide 400 Plus,Prescription,Syrup,400 IU,Alkem,Clot prevention,Diuretic
Diclofenac 0.5% XR,Prescription,Ointment,0.50%,Glenmark,Depression,Anxiolytic
Hydrocortisone 250 50,Prescription,Drops,250 mg,Merck,Bacterial infection,Diuretic
Clopidogrel 200,Prescription,Capsule,200 mg,Novartis,Inflammation,Analgesic
Levocetirizine Forte,OTC,Tablet,600 IU,Bayer,Pain relief,Antiprotozoal
Clopidogrel 750 Forte,OTC,Drops,750 mg,Cipla,Immunity booster,Antihistamine
Aspirin 1000 50,Prescription,Syrup,1000 mg,Dr. Reddy's,Depression,Anxiolytic
Bisoprolol 500 XR,OTC,Ointment,500 mg,Abbott,Immunity booster,Antidepressant
Ciprofloxacin Plus,OTC,Injection,50 mg,Mankind,Allergy,Anticoagulant
Propranolol,Prescription,Injection,375 mg,Sanofi,Respiratory infection,Antidiabetic
Zincovit 500 Forte,OTC,Cream,500 mg,GlaxoSmithKline,Blood pressure,Antidepressant
Hydralazine 125 50,Prescription,Syrup,125 mg,Glenmark,Depression,Antacid
Cefixime Plus,Prescription,Drops,300 mg,Glenmark,Hypertension,Anxiolytic
Ibuprofen 500,Prescription,Injection,1%,Sun Pharma,Inflammation,Anxiolytic
Diazepam Forte,Prescription,Drops,300 mg,GlaxoSmithKline,Bacterial infection,Antacid
Ramipril 60000 SR,OTC,Injection,60000 IU,Mankind,Depression,Anxiolytic
Propranolol 1000,Prescription,Drops,200 mg,Lupin,Immunity booster,Antihistamine
Dolo 400 Plus,Prescription,Injection,400 mg,Zydus,Clot prevention,Analgesic
Enalapril 100 50,OTC,Cream,100 mg,Zydus,Skin infection,Antiplatelet
Combiflam 150 250,OTC,Syrup,150 mg,Pfizer,Inflammation,Antiprotozoal
Valsartan 500,Prescription,Syrup,200 mg,Dr. Reddy's,Vitamin deficiency,Antidepressant
Azithromycin,OTC,Cream,250 mg,Dr. Reddy's,Clot prevention,Corticosteroid
Erythromycin XR 415,Prescription,Injection,650 mg,Merck,Skin infection,Analgesic
Amoxicillin 1000,Prescription,Ointment,450 mg,Novartis,Heartburn,Analgesic
Naproxen 300,Prescription,Syrup,300 mg,Mankind,Diabetes,Supplement
Warfarin 50,Prescription,Syrup,100 mg,Bayer,Bacterial infection,Anticoagulant
Insulin 150 DS,Prescription,Syrup,150 mg,Torrent,Allergy,Antiprotozoal
Valsartan 250,OTC,Capsule,300 mg,Cipla,Inflammation,Antiplatelet
Cetirizine 75 XR,Prescription,Ointment,75 mg,Aurobindo,Cold & Cough,Analgesic
Hydralazine 50,OTC,Injection,50 mg,Bayer,Skin infection,Antibiotic
Fluoxetine 150 Plus,OTC,Syrup,150 mg,Pfizer,Diabetes,Antidepressant
Insulin 150 Plus,OTC,Cream,150 mg,Cipla Ltd,Diabetes,Antacid
Losartan XR,OTC,Syrup,250 mg,Pfizer,Anxiety,Antihyperlipidemic
Amoxicillin 1000 426,Prescription,Syrup,250 mg,Abbott,Fever,Analgesic
Ofloxacin XR,OTC,Tablet,60000 IU,Novartis,Infection,Anxiolytic
Loratadine 600 XR,Prescription,Syrup,600 IU,Bayer,Pain relief,Antibiotic
Metoprolol 1000 SR,Prescription,Injection,1000 IU,Zydus,Diabetes,Diuretic
Erythromycin,OTC,Syrup,150 mg,GlaxoSmithKline,Edema,Anticoagulant
Becosules 400 XR,Prescription,Injection,400 mg,Bayer,Depression,Diuretic
Metronidazole 600 500,OTC,Ointment,600 IU,Dr. Reddy's,Diabetes,Supplement
Valsartan 750 50,Prescription,Ointment,750 mg,GlaxoSmithKline,Cold & Cough,Analgesic
Enalapril 1000 SR,Prescription,Injection,1000 mg,Sun Pharma,Infection,Antacid
Cefixime DS,Prescription,Cream,300 mg,Novartis,Cold & Cough,Antibiotic
Vitamin C 500 Forte,OTC,Tablet,500 mg,Dr. Reddy's,Bacterial infection,Diuretic
Furosemide 500,Prescription,Capsule,400 IU,Glenmark,Depression,Analgesic
Warfarin 500 Forte,OTC,Tablet,500 mg,Bayer,Edema,Corticosteroid
Diazepam 1000 500,OTC,Injection,1000 mg,Cipla,Diabetes,Supplement
Hydrocortisone,Prescription,Cream,50 mg,Aurobindo,Heartburn,Antidepressant
Ofloxacin 500 441,OTC,Ointment,1%,Bayer,Vitamin deficiency,Antiplatelet
Gentamicin 50 442,OTC,Tablet,450 mg,Abbott,Fever,Antihistamine
Clarithromycin Plus,OTC,Capsule,450 mg,Merck,Hypertension,Diuretic
Cefuroxime 250 250,Prescription,Capsule,250 mg,Bayer,Heartburn,Anxiolytic
Levofloxacin XR,OTC,Ointment,75 mg,Bayer,Edema,Antidepressant
Omnacortil 1000 1000,OTC,Cream,1000 mg,Pfizer,Inflammation,Antidiabetic
Simvastatin 1000,OTC,Drops,600 IU,Mankind,Diabetes,Supplement
Ofloxacin 400 50,Prescription,Injection,400 mg,Cipla Ltd,Immunity booster,Antacid
Prednisolone DS 449,OTC,Injection,1%,Cipla Ltd,Bacterial infection,Antacid
Bisoprolol 1000,OTC,Capsule,60000 IU,Cipla Ltd,Anxiety,Antidepressant
Clarithromycin SR,OTC,Cream,2%,Aurobindo,Vitamin deficiency,Anxiolytic
Losartan DS,Prescription,Ointment,650 mg,Pfizer,Fever,Antiplatelet
Amlodipine,OTC,Syrup,75 mg,Dr. Reddy's,Anxiety,Antidepressant
Zincovit 1000 SR,OTC,Syrup,1000 IU,Bayer,Diabetes,Anticoagulant
Enalapril 60000 1000,Prescription,Drops,60000 IU,Sun Pharma,Skin infection,Supplement
Hydrocortisone 0.5% DS,Prescription,Capsule,0.50%,Cipla Ltd,Edema,Diuretic
Dolo DS,OTC,Syrup,250 mg,Bayer,Allergy,Antidepressant
Metformin 2% SR,Prescription,Tablet,2%,Pfizer,Depression,Antiplatelet
Zincovit 325 SR,Prescription,Drops,325 mg,Mankind,Pain relief,Antihyperlipidemic
Simvastatin 375 DS,Prescription,Tablet,375 mg,Glenmark,Bacterial infection,Antihypertensive
Pantoprazole 200 SR,Prescription,Tablet,200 mg,GlaxoSmithKline,Immunity booster,Antiprotozoal
Ciprofloxacin 375 DS,Prescription,Cream,375 mg,Cipla,Diabetes,Antidepressant
Clarithromycin 500,Prescription,Injection,300 mg,Zydus,Skin infection,Antacid
Sertraline 450 Plus,Prescription,Injection,450 mg,Sun Pharma,Anxiety,Antiprotozoal
Cefixime Forte,OTC,Ointment,100 mg,Aurobindo,Blood pressure,Analgesic
Salbutamol XR 466,Prescription,Ointment,250 mg,Zydus,Heartburn,Antiplatelet
Bisoprolol 250 467,OTC,Tablet,100 mg,Bayer,Vitamin deficiency,Analgesic
Atorvastatin 325 XR,OTC,Syrup,325 mg,Pfizer,Skin infection,Antidiabetic
Salbutamol 50 250,OTC,Cream,50 mg,Cipla,Cold & Cough,Antibiotic
Erythromycin 100 50,OTC,Syrup,100 mg,Alembic,Cold & Cough,Antibiotic
Calpol 50 500,OTC,Capsule,50 mg,Sanofi,Blood pressure,Antacid
Pantoprazole SR 472,OTC,Cream,450 mg,Aurobindo,Hypertension,Antibiotic
Amoxicillin 500,OTC,Syrup,500 mg,Torrent,Respiratory infection,Antihypertensive
Hydrocortisone 200 1000,Prescription,Capsule,200 mg,Zydus,Allergy,Antidepressant
Propranolol 60000 50,OTC,Syrup,60000 IU,Lupin,Depression,Antibiotic
Ranitidine 400 50,OTC,Tablet,400 mg,Alembic,Cold & Cough,Antibiotic
Telmisartan 750 Forte,Prescription,Drops,750 mg,Intas,Hypertension,Anticoagulant
Diazepam 2000 DS,Prescription,Capsule,2000 IU,Abbott,Throat infection,Antacid
Bisoprolol DS,Prescription,Injection,400 mg,GlaxoSmithKline,Anxiety,Antidiabetic
Fluoxetine XR,OTC,Cream,100 mg,Torrent,Depression,Anxiolytic
Hydrochlorothiazide XR,OTC,Ointment,50 mg,Intas,Inflammation,Supplement
Gentamicin 75 50,Prescription,Drops,75 mg,Mankind,Respiratory infection,Supplement
Dolo 375 50,OTC,Injection,375 mg,GlaxoSmithKline,Bacterial infection,Analgesic
Ofloxacin Forte,OTC,Injection,60000 IU,Dr. Reddy's,Allergy,Anticoagulant
Rosuvastatin 50,Prescription,Syrup,150 mg,Sun Pharma,Immunity booster,Corticosteroid
Aspirin 450 Forte,OTC,Cream,450 mg,GlaxoSmithKline,Skin infection,Antidiabetic
Valsartan 500 487,Prescription,Tablet,400 IU,Novartis,Depression,Diuretic
Amikacin 200 Plus,Prescription,Syrup,200 mg,Intas,Infection,Antiplatelet
Zincovit 0.5% 250,Prescription,Ointment,0.50%,GlaxoSmithKline,Clot prevention,Corticosteroid
Furosemide 150 50,OTC,Tablet,150 mg,Novartis,Depression,Antihypertensive
Pantoprazole SR 491,Prescription,Ointment,125 mg,Glenmark,Diabetes,Antidiabetic
Naproxen 500,Prescription,Tablet,200 mg,Abbott,Pain relief,Antihyperlipidemic
Diazepam 50 493,OTC,Tablet,75 mg,Dr. Reddy's,Depression,Antiprotozoal
Levocetirizine 1000 494,OTC,Drops,2%,Alembic,Infection,Antihypertensive
Vitamin D3 1% 50,Prescription,Cream,1%,Mankind,Inflammation,Diuretic
Gentamicin 325 SR,Prescription,Injection,325 mg,Cipla Ltd,Inflammation,Antibiotic
Dolo 125 250,Prescription,Ointment,125 mg,Mankind,Cold & Cough,Antibiotic
Levocetirizine 60000 500,OTC,Tablet,60000 IU,Merck,Hypertension,Antiprotozoal
Hydralazine 2000 1000,Prescription,Ointment,2000 IU,Sun Pharma,Bacterial infection,Supplement
Dolo 2000 500,OTC,Injection,2000 IU,Mankind,Depression,Antidiabetic
Gentamicin 400 Forte,Prescription,Syrup,400 IU,Torrent,Fever,Anxiolytic
Amikacin 125,Prescription,Drops,125 mg,Torrent,Vitamin deficiency,Supplement
Clopidogrel 325 XR,Prescription,Cream,325 mg,GlaxoSmithKline,Cold & Cough,Antacid
Naproxen 650 250,Prescription,Capsule,650 mg,GlaxoSmithKline,Blood pressure,Antiplatelet
Furosemide 2% Plus,Prescription,Drops,2%,Mankind,Diabetes,Anxiolytic
Dolo 600 500,Prescription,Ointment,600 IU,Glenmark,Blood pressure,Anticoagulant
Diclofenac,OTC,Injection,50 mg,Cipla Ltd,Throat infection,Antibiotic
Metformin Plus,Prescription,Injection,100 mg,Cipla Ltd,Bacterial infection,Antacid
Cefuroxime 50 509,Prescription,Tablet,200 mg,Torrent,Bacterial infection,Antacid
Ranitidine 60000,OTC,Cream,60000 IU,Dr. Reddy's,Pain relief,Antihistamine
Crocin,Prescription,Syrup,0.50%,Sanofi,Skin infection,Anticoagulant
Ranitidine 1000,Prescription,Drops,100 mg,Aurobindo,Inflammation,Antihistamine
Clarithromycin 250 Plus,Prescription,Cream,250 mg,Cipla,Depression,Antihyperlipidemic
Hydrocortisone 100 1000,Prescription,Tablet,100 mg,Novartis,Depression,Antiprotozoal
Sertraline 50,Prescription,Ointment,750 mg,Abbott,Vitamin deficiency,Corticosteroid
B Complex 400 500,Prescription,Tablet,400 IU,Sanofi,Immunity booster,Antidepressant
Diclofenac Forte,OTC,Drops,2000 IU,Alkem,Immunity booster,Antacid
Atorvastatin 400 250,OTC,Injection,400 mg,Glenmark,Respiratory infection,Antihypertensive
Telmisartan 250 50,OTC,Capsule,250 mg,Abbott,Depression,Antihypertensive
Dolo 60000 Forte,OTC,Tablet,60000 IU,Lupin,Clot prevention,Anticoagulant
Paracetamol 1% 1000,Prescription,Injection,1%,Intas,Depression,Antidiabetic
Levocetirizine 1000 522,OTC,Tablet,300 mg,Novartis,Throat infection,Antidiabetic
Rosuvastatin 450 1000,OTC,Injection,450 mg,Zydus,Bacterial infection,Antidiabetic
Doxycycline 250,OTC,Syrup,250 mg,GlaxoSmithKline,Cold & Cough,Diuretic
Zincovit 300 SR,Prescription,Syrup,300 mg,Dr. Reddy's,Clot prevention,Supplement
Ciprofloxacin 450 250,Prescription,Syrup,450 mg,Bayer,Allergy,Anticoagulant
Omeprazole 50 527,OTC,Cream,125 mg,Pfizer,Skin infection,Antihypertensive
Pantoprazole 50 SR,Prescription,Capsule,50 mg,Novartis,Blood pressure,Anxiolytic
Doxycycline 75 500,OTC,Tablet,75 mg,Torrent,Depression,Antidiabetic
Bisoprolol 400 XR,Prescription,Cream,400 mg,Aurobindo,Depression,Antihistamine
Ibuprofen 250 250,OTC,Ointment,250 mg,Alembic,Respiratory infection,Antihistamine
Naproxen 1000,Prescription,Cream,750 mg,Alembic,Edema,Antidepressant
Pantoprazole 1000 SR,Prescription,Ointment,1000 IU,Lupin,Infection,Antihyperlipidemic
Levofloxacin Forte,Prescription,Syrup,375 mg,Bayer,Respiratory infection,Anxiolytic
Omnacortil 1% 1000,OTC,Capsule,1%,Abbott,Depression,Anxiolytic
Diclofenac 500 XR,OTC,Injection,500 mg,Aurobindo,Pain relief,Analgesic
Gentamicin 100 250,OTC,Tablet,100 mg,Sanofi,Anxiety,Antihypertensive
Crocin 150 Plus,OTC,Tablet,150 mg,Sun Pharma,Respiratory infection,Diuretic
Valsartan DS,Prescription,Cream,2000 IU,Bayer,Hypertension,Anxiolytic
Sertraline SR,Prescription,Cream,750 mg,Aurobindo,Anxiety,Antiprotozoal
Clarithromycin 100 500,Prescription,Injection,100 mg,Alkem,Hypertension,Antacid
Paracetamol 150,Prescription,Cream,150 mg,Cipla,Clot prevention,Corticosteroid
Furosemide Plus,OTC,Ointment,650 mg,Cipla,Blood pressure,Antihistamine
Ranitidine 2000 250,OTC,Drops,2000 IU,Sanofi,Skin infection,Antihypertensive
Zincovit 300 XR,Prescription,Syrup,300 mg,Aurobindo,Depression,Supplement
Ranitidine 375 XR,Prescription,Cream,375 mg,Bayer,Depression,Anxiolytic
Montelukast 50 500,OTC,Capsule,50 mg,Zydus,Anxiety,Antacid
Omeprazole 300 500,OTC,Injection,300 mg,Torrent,Vitamin deficiency,Supplement
Combiflam 500,OTC,Syrup,1%,Lupin,Hypertension,Analgesic
Becosules 1000 250,Prescription,Ointment,1000 mg,Sanofi,Fever,Antibiotic
Rabeprazole 750 Forte,OTC,Capsule,750 mg,Bayer,Diabetes,Antiplatelet
Ofloxacin Forte 552,OTC,Drops,375 mg,Sun Pharma,Blood pressure,Antiplatelet
Losartan 375 Plus,OTC,Ointment,375 mg,Torrent,Diabetes,Antihypertensive
Salbutamol 250,OTC,Injection,200 mg,Abbott,Fever,Analgesic
Omnacortil 150 500,OTC,Capsule,150 mg,Dr. Reddy's,Clot prevention,Antibiotic
Naproxen 75 50,OTC,Drops,75 mg,Aurobindo,Diabetes,Antihyperlipidemic
Aspirin Forte,Prescription,Drops,450 mg,Torrent,Fever,Anxiolytic
Metronidazole DS,Prescription,Drops,325 mg,Bayer,Blood pressure,Antacid
Sertraline 200 500,Prescription,Drops,200 mg,Bayer,Depression,Diuretic
Bisoprolol 60000 50,OTC,Injection,60000 IU,Alembic,Depression,Antiplatelet
Clopidogrel 500,OTC,Cream,500 mg,GlaxoSmithKline,Cold & Cough,Antihypertensive
Doxycycline 500 XR,Prescription,Ointment,500 mg,Aurobindo,Hypertension,Anticoagulant
Calpol 400 DS,OTC,Tablet,400 mg,Mankind,Allergy,Diuretic
Amoxicillin 250 Forte,Prescription,Drops,250 mg,Merck,Bacterial infection,Anticoagulant
Diclofenac 450 50,OTC,Tablet,450 mg,Torrent,Clot prevention,Antiprotozoal
Hydrochlorothiazide 75 XR,Prescription,Ointment,75 mg,GlaxoSmithKline,Pain relief,Diuretic
Montelukast Plus,OTC,Capsule,100 mg,Novartis,Diabetes,Antibiotic
Loratadine 250 Forte,OTC,Cream,250 mg,Dr. Reddy's,Blood pressure,Anxiolytic
Fluoxetine 250 569,Prescription,Tablet,450 mg,Dr. Reddy's,Allergy,Antiplatelet
Prednisolone 200 1000,Prescription,Syrup,200 mg,Glenmark,Blood pressure,Antihistamine
Ramipril DS,Prescription,Cream,650 mg,Abbott,Inflammation,Antiplatelet
Ciprofloxacin 325 250,Prescription,Injection,325 mg,Sanofi,Fever,Anxiolytic
Amoxicillin Plus,Prescription,Tablet,150 mg,Alembic,Immunity booster,Antihypertensive
Ramipril DS 574,OTC,Tablet,325 mg,Sun Pharma,Edema,Antihistamine
Pantoprazole 300 SR,Prescription,Tablet,300 mg,Intas,Skin infection,Anticoagulant
Valsartan Forte,OTC,Injection,400 mg,Intas,Diabetes,Anticoagulant
Cefixime 500 Plus,OTC,Ointment,500 mg,Glenmark,Respiratory infection,Antiprotozoal
Metoprolol 250,OTC,Drops,125 mg,Cipla Ltd,Fever,Antidepressant
Gentamicin 75 250,OTC,Syrup,75 mg,Novartis,Immunity booster,Antihyperlipidemic
Azithromycin 2% 250,OTC,Capsule,2%,Pfizer,Anxiety,Corticosteroid
Prednisolone 100 SR,OTC,Cream,100 mg,Sanofi,Depression,Antibiotic
Prednisolone 1000,Prescription,Cream,150 mg,Torrent,Clot prevention,Supplement
Cefixime 300 50,Prescription,Ointment,300 mg,Pfizer,Vitamin deficiency,Antidepressant
Simvastatin 650 50,Prescription,Capsule,650 mg,Glenmark,Respiratory infection,Anticoagulant
Cefixime 585,Prescription,Cream,200 mg,Mankind,Edema,Analgesic
Simvastatin 450 Forte,OTC,Tablet,450 mg,Sun Pharma,Immunity booster,Anticoagulant
Simvastatin 1000 SR,OTC,Syrup,1000 IU,Bayer,Clot prevention,Analgesic
Levofloxacin 250 Forte,Prescription,Cream,250 mg,Merck,Cold & Cough,Anxiolytic
Pantoprazole 75,OTC,Syrup,75 mg,Torrent,Cold & Cough,Antacid
Azithromycin 50 500,Prescription,Drops,50 mg,GlaxoSmithKline,Diabetes,Analgesic
Calpol 500 250,OTC,Syrup,500 mg,Merck,Cold & Cough,Antiplatelet
Atorvastatin 750 SR,OTC,Tablet,750 mg,Abbott,Bacterial infection,Antacid
Levofloxacin 200 500,Prescription,Syrup,200 mg,Alembic,Immunity booster,Antiplatelet
Becosules,OTC,Cream,500 mg,Alkem,Immunity booster,Antihyperlipidemic
Levofloxacin 250,OTC,Injection,100 mg,Abbott,Inflammation,Antihyperlipidemic
